64, 0.35, 0.0007309090909090908
64, 0.36, 0.0008263636363636364
64, 0.37, 0.0009927272727272727
64, 0.38, 0.0010609090909090902
64, 0.38999999999999996, 0.0009690909090909089
64, 0.39999999999999997, 0.0008236363636363636
64, 0.41, 0.000660909090909091
64, 0.42, 0.00044090909090909093
64, 0.43, 0.0002963636363636365
64, 0.44, 0.0001663636363636364
64, 0.44999999999999996, 9.727272727272727e-5
128, 0.35, 0.00019545454545454545
128, 0.36, 0.000350909090909091
128, 0.37, 0.0006281818181818182
128, 0.38, 0.0008127272727272726
128, 0.38999999999999996, 0.0009509090909090909
128, 0.39999999999999997, 0.0009590909090909091
128, 0.41, 0.0007481818181818182
128, 0.42, 0.0004490909090909091
128, 0.43, 0.00021272727272727272
128, 0.44, 8.545454545454545e-5
128, 0.44999999999999996, 3.3636363636363636e-5
256, 0.35, 2.7272727272727272e-6
256, 0.36, 4.9090909090909084e-5
256, 0.37, 0.00018454545454545457
256, 0.38, 0.0005154545454545456
256, 0.38999999999999996, 0.001010909090909091
256, 0.39999999999999997, 0.001209090909090909
256, 0.41, 0.0009654545454545451
256, 0.42, 0.0004781818181818183
256, 0.43, 0.00013999999999999996
256, 0.44, 3.090909090909091e-5
256, 0.44999999999999996, 2.7272727272727264e-6
512, 0.35, 0.0
512, 0.36, 0.0
512, 0.37, 1.0e-5
512, 0.38, 0.00014250000000000002
512, 0.38999999999999996, 0.0008475
512, 0.39999999999999997, 0.0017675
512, 0.41, 0.0016025
512, 0.42, 0.000675
512, 0.43, 6.750000000000001e-5
512, 0.44, 0.0
512, 0.44999999999999996, 0.0
